,refs,trans,__index_level_0__,model_corrected
399,i have pain in my chest that saddens me,i have pain in my chest that saddens me,5672,i have pain in my chest that saddens me
400,ive got a hard time to breath am i having a heart attack,ive got a hard time to breathe am i having a heart attack,5673,ive got a hard time to breath am i having a heart attack
401,i hit my head at the basketball game  could i have a concussion,i hit my head at the basketball game could i have a concussion,5674,i hit my head at the basketball game  could i have a concussion
402,i feel really sad all the time,i feel really sad all the time,5675,i feel really sad all the time
403,i cut myself and im bleeding,i cut myself and im bleeding,5676,i cut myself and im bleeding
404,my acne is really embarassing its so read,my acne is really embarrassing its so red,5677,my acne is really embarassing its so read
405,i get chills and aches all over,i get chills and aches all over,5678,i get chills and aches all over
406,when i play sports  i have some burning sensation in my spine,when i play sports i have some burning sensation in my spine,5679,when i play sports  i have some burning sensation in my spine
407,my knees seem to grind as i go up or down stairs,my knees seem to grind as i go up or down stairs,5680,my knees seem to grind as i go up or down stairs
408,i have some terrible problems when im breathing during the night,i have some terrible problems when im breathing during the night,5681,i have some terrible problems when im breathing during the night
409,there is a tingling sensation in my neck,there is a tingling sensation in my neck,5682,there is a tingling sensation in my neck
410,i have a very rash sensation close to my arms,i have a very rash sensation close to my arms,5683,i have a very rash sensation close to my arms
411,i cant hear out of my ear properly i feel like there is something in it causing irritation,i cant hear out of my ear properly i feel like there is something in it causing irritation,5684,i cant hear out of my ear properly i feel like there is something in it causing irritation
412,my mind feels very sad as if it hurts  the way i feel in my head is awful and when i think about my breakup i cry with sadness,my mind feels very sad as if it hurts the way i feel in my head is awful and when i think about my breakup i cry with sadness,5685,my mind feels very sad as if it hurts  the way i feel in my head is awful and when i think about my breakup i cry with sadness
413,theres swelling in my neck and it hurts,theres swelling in my neck and it hurts,5686,theres swelling in my neck and it hurts
414,my skin is very dry and peeling,my skin is very dry and peeling,5687,my skin is very dry and peeling
415,whats the symptoms of appendicitis,whats the symptoms of appendicitis,5688,whats the symptoms of appendicitis
416,after a breakup  i feel something strange in me,after a break up i feel something strange in me,5689,after a breakup  i feel something strange in me
417,when im driving my eyes see in double,when im driving my eyes see him double,5690,when im driving my eyes see him double
418,i was very active in sports but now my body is feeling pain,i was very active in sports but now my body is feeling pain,5691,i was very active in sports but now my body is feeling pain
419,something dark is there on my arm,something dark is there on my arm,5692,something dark is there on my arm
420,i have a head pain every single day,i have a head pain every single day,5693,i have a head pain every single day
421,after eating  i have burning sensation inside of me,after eating i have burning sensation inside of me,5694,after eating  i have burning sensation inside of me
422,even if the temperature is high in the house  my body is always cold,even if the temperature is high in the house my body is always cold,5695,even if the temperature is high in the house  my body is always cold
423,my knee doesnt want to bend well,my knee doesnt want to bend well,5696,my knee doesnt want to bend well
424,is my cut infected or just healing,is my cut infected or just healing,5697,is my cut infected or just healing
425,i cant turn my neck to the left without feeling a stabbing pain,i cant turn my neck to the left without feeling a stabbing pain,5698,i cant turn my neck to the left without feeling a stabbing pain
426,i have a cut that is red and swollen,i have a gut that is red and swollen,5699,i have a gut that is red and swollen
427,i feel chilly like an ice cube  my sister said that she needs several blankets to cover her so that she is warm enough,i feel chilly like an ice cube my sister said that she needs several blankets to cover her so that she is warm enough,5700,i feel chilly like an ice cube  my sister said that she needs several blankets to cover her so that  she is warm enough
428,when im awake in the morning i feel strange and have vertigo,when im awake in the morning i feel strange and have vertigo,5701,when im awake in the morning i feel strange and have vertigo
429,when i walk up a flight of stairs my right knee hurts,when i walk up a flight of stairs my right knee hurts,5702,when i walk up a flight of stairs my right knee hurts
430,i have constant stomach pain and bloating,i have constant stomach pain and bloating,5703,i have constant stomach pain and bloating
431,every morning when i wake up my neck feels like i slept on in wrong,every morning when i wake up my neck feels like i slept on it wrong,5704,every morning when i wake up my neck feels like i slept on on in wrong
432,when im tired i feel my head heavy,when im tired i feel my head heavy,5705,when im tired i feel my head heavy
433,my face has broken out in painful red spots and lumps that no matter how much i clean my face dont seem to be going away,my face has broken out in painful red spots and lumps that no matter how much i clean my face dont seem to be going away,5706,my face has broken out in painful red spots and lumps that no matter how much i clean my face dont seem to be going away
434,i feel like i just cant cope anymore i feel overwhelmed and like i just cant get a break,i feel like i just cant cope anymore i feel overwhelmed and like i just cant get a break,5707,i feel like i just cant cope anymore i feel overwhelmed and like im just going to get a break
435,mr hair is falling out just by combing it,my hair is falling out just by combing it,5708,my hair is falling out just by combing it
436,i think theres fluid in my ears,i think there is fluid in my ears,5709,i think theres fluid in my ears
437,my back hurts me and i cant bend it or walk,my back hurts me and i cant bend it or walk,5710,my back hurts me and i cant bend it or walk
438,i feel heart pain when i walk a lot,i feel heart pain when i walk a lot,5711,i feel heart pain when i walk a lot
439,i feel pain inside i do not know what it is,i feel pain inside i do not know what it is,5712,i feel pain inside i do not know what it is
440,my head ache since i woke up this morning,my head aches since i woke up this morning,5713,my head aches since i woke up this morning
441,i cough a lot when i smell perfume what is wrong with my lungs,i cough a lot when i smell perfume what is wrong with my lungs,5714,i cough a lot when i smell perfume what is wrong with my lungs
442,i feel cold and chills even though my clothes are heavy,i feel cold and chills even though my clothes are heavy,5715,i feel cold and chills even though my clothes are heavy
443,my stomach aches when i eat hot food why,my stomach aches when i eat hot food why,5716,my stomach aches when i eat hot food why
444,i cant do anything i feel a weak in my body,i cant do anything i feel a weak in my body,5717,i cant do anything i feel a weak in my body
445,i cant stop coughing,i cant stop coughing,5718,i cant stop coughing
446,hearing any loud sounds makes my ear aches,hearing any loud sounds makes my ears ache,5719,hearing any loud sounds makes my ears ache
447,my left side aches much,my left side aches much,5720,my left side aches much
448,im injured i cant play sports,im injured i cant play sports,5721,im injured i cant play sports
449,after playing football i have muscle pain with my both legs,after playing football i have muscle pain with both my legs,5722,after playing football  i have muscle pain with both my legs
450,i get breakouts on my chest with red patches that get more intense when i get hot,i get breakouts on my chest with red patches that get more intense when i get hot,5723,i get breakouts on my chest with red patches that get more intense when i get hot
451,he was discovered to have an open wound,he was discovered to have an open wound,5724,he was discovered to have an open wound
452,i have internal pain whenever i come down with a cold,i have internal pain whenever i come down with a cold,5725,i have internal pain whenever i come down with a cold
453,my knee is hurting so badly,my knee is hurting so badly,5726,my knee is hurting so badly
454,when i think of my parents i feel pain,when i think of my parents i feel pain,5727,when i think of my parents i feel pain
455,when i get up i see my skin vague,when i get up i see my skin vague,5728,when i get up i see my skin vague
456,i feel lightheaded,i feel lightheaded,5729,i feel lightheaded
457,i have issue with my skin,i have issue with my skin,5730,i have issue with my skin
458,chronic disease of hair follicles and sebaceous glands,chronic disease of hair follicles and sebaceous glands,5731,chronic disease of hair follicles and sebaceous glands
459,my shoulder hurts me so much,my shoulder hurts me so much,5732,my shoulder hurts me so much
460,the pain is intense especially when i go down the stairs it feels like something has snapped inside my knee,the pain is intense especially when i go down the stairs it feels like something is snapped inside my knee,5733,the pain is intense especially when i go down the stairs it feels like something is snapped inside my knee
461,there is pain in the muscles i do not know caused,there is pain in the muscles i do not know caused,5734,there is pain in the muscles i do not know caused
462,i feel a sharp pain in my head when i think too hard,i feel a sharp pain in my head when i think too hard,5735,i feel a sharp pain in my head when i think too hard
463,i cant ride my car at night because i have blurry vision,i cant ride my car at night because i have blurry vision,5736,i cant ride my car at night because i have blurry vision
464,i feel pain in my neck after waking up,i feel pain in my neck after waking up,5737,i feel pain in my neck after waking up
465,i get tired too fast i can barely put on my clothes in the morning,i get tired too fast i can barely put on my clothes in the morning,5738,i get tired too fast i can barely put on my clothes in the morning
466,i suffered a deep wound in my hand and i can not stop the bleeding,i suffered a deep wound in my hand and i cannot stop the bleeding,5739,i suffered a deep wound in my hand and i can not stop the bleeding
467,the last time i clipped my toenails i cut them too short and now i have an infected nail,the last time i clipped my toenails i cut them too short and now i have an infected nail,5740,the last time i clipped my toenails i cut them too short and now i have an infected nail
468,my husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day,my husband has a spot on his lip that he thought was a cold sore but now it has broken open and leaks fluid all day,5741,my husband has a spot on his lip that he though was cold sore but now it has broken open and leaks fluid all day
469,i just cant seem to get warm  even when everyone around me is warm i always feel cold,i just cant seem to get warm even when everyone around me is warm i always feel cold,5742,i just cant seem to get warm  even when everyone around me is warm i always feel cold
470,my back is hurting so much,my back is hurting so much,5743,my back is hurting so much
471,my body feels weak and i think that my face is fade and i cant sleep well,my body feels weak and i think that my face is fade and i cant sleep well,5744,my body feels weak and i think that my face is fade and  i cant sleep well
472,i feel shoulder pain at intervals of time,i feel shoulder pain at intervals of time,5745,i feel shoulder pain at intervals of time
473,my lungs feel heavy like they are filled with mucus,my lungs feel heavy like they are filled with mucus,5746,my lungs feel heavy like they are filled with mucus
474,when i tried to be warm and wear more clothes i found that i was still cold,when i tried to be warm and wear more clothes i found that i was still cold,5747,when i tried to be warm and wear more clothes i found that i was still cold
475,the knee feels like it rusted and i suddenly cannot bend it anymore,the knee feels like it rested and i suddenly cannot bend it anymore,5748,the knee feels like it rusted and i suddenly cannot bend it anymore
476,i have pimples on my back,i have pimples on my back,5749,i have pimples on my back
477,every time i look to left i feel a sharp pain in my neck,every time i look to the left i feel a sharp pain in my neck,5750,every time i look to the left i feel a sharp pain in my neck
478,i get clusters of whiteheads and blackheads on my back,i get clusters of whiteheads and blackheads on my back,5751,i get clusters of whiteheads and blackheads on my back
479,i wake up with a stiff neck every morning  massage helps but then a couple of days later its back again,i wake up with a stiff neck every morning massage helps but then a couple of days later its back again,5752,every morning massage helps but then a couple of days later its back again
480,my ear hurts when i touch it,my ear hurts when i touch it,5753,my ear hurts when i touch it
481,the severe pain in the stomach i feel,the severe pain in the stomach i feel,5754,the severe pain in the stomach i feel
482,i had a pain in my knee when i was swimming,i had a pain in my knee when i was swimming,5755,i had a pain in my knee when i was swimming
483,i cant stand up i feel my brain is moving inside my skull,i cant stand up i feel my brain is moving inside my skull,5756,i cant stand up i feel my brain is moving inside my skull
484,my neck hurts me and i cant stand with this pain,my neck hurts me and i cant stand with this pain,5757,my neck hurts me and i cant stand with this pain
485,my head hurts whenever i try to do something,my head hurts whenever i try to do something,5758,my head hurts whenever i try to do something
486,i feel pain in my shoulders when i write on the keyboard,i feel pain in my shoulders when i write on the keyboard,5759,i feel pain in my shoulders when i write on the keyboard
487,i think i overdid it when i carried all that lumber from the yard my lower back is killing me,i think i overdid it when i carried all that lumber from the yard my lower back is killing me,5760,i think i overdid it when i carried all that lumber from the yard my lower back is killing me
488,my knee hurts when i walk,my knee hurts when i walk,5761,my knee hurts when i walk
489,i cant walk because i have a great foot ache,i cant walk because i have a great foot ae,5762,i cant walk because i have a great foot ache
490,im not feeling good i get infection wound,im not feeling good i get infected wound,5763,im not feeling good i get infected wound
491,im feeling nauseous,im am feeling nauseous,5764,im feeling nauseous
492,i have a sharp pain and clicking sound in my ankle joint when i try to stand on it and walk,i have a sharp pain and clicking sound in my ankle joint when i try to stand on it and walk,5765,i have a sharp pain and clicking sound in my ankle joint when i try to stand on it and walk
493,i cant stand with this horrible feeling in my stomach,i cant stand with this horrible feeling in my stomach,5766,i cant stand with this horrible feeling in my stomach
494,my knee hurts when i play squash,my knee hurts when i play squash,5767,my knee hurts when i play squash
495,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,i carried a heavy bag yesterday and when i got up today i felt a great shoulder pain,5768,when i got up today i felt a great shoulder pain
496,when i eat i feel my stomach hurts,when i eat i feel my stomach hurts,5769,when i eat i feel my stomach hurts
497,i have a blurry vision after my head was hit yesterday,i have a blurry vision after my head was hit yesterday,5770,i have a blurry vision after my head was hit yesterday
498,when i stand up i feel like im going to fall down instantly,when i stand up i feel like im going to fall down instantly,5771,when i stand up i feel like im going to fall down instantly
499,i wake up at night feeling cold,i wake up at night feeling cold,5772,i wake up at night feeling cold
500,i have a cut on my foot that became infected from using the showers at the gym,i have a cut on my foot that became infected from using the showers at the gym,5773,i have a cut on my foot that became infected from using the showers at the gym
501,i noticed an important decrease in my vision when i try to look at things up close,i noticed an important decrease in my vision when i try to look at things up close,5774,i noticed an important decrease in my vision when i try to look at things up close
502,my ear hurts me badly,my ear hurts me badly,5775,my ear hurts me badly
503,when i play football i have muscle pain,when i play football i have muscle pain,5776,when i play football i have muscle pain
504,there must be something wrong with my blood circulation i have to wear socks even on the hottest days my toes are frozen,there must be something wrong with my blood circulation i have to wear socks even on the hottest days my toes are frozen,5777,there must be something wrong with my blood circulation i have to wear socks even on the hottest days my toes are frozen
505,you wont believe me but this infected wound on my hand is from a paper cut i didnt take seriously,you wont believe me but this infected wound on my hand is from a paper cut i didnt take seriously,5778,you wont believe me but this infected wound on my hand is from a paper cut i didnt take seriously
506,when i tried to take care if my hair i found that it is falling out,when i tried to take care of my hair i found that it is falling out,5779,when i tried to take care if my hair i found that it is falling out
507,i fell through a window while i was cleaning it and i have a shard of glass stuck in my left eye i think it is pretty serious please help,i fell through a window while i was cleaning it and i have a shard of glass stuck in my left eye i think it is pretty serious please help,5780,i fell through a window while i was cleaning it and i have a shard of glass stuck in my left eye i think it is pretty serious please help
508,surgical wound infections,surgical wound infections,5781,surgical wound infections
509,there are some pimples on my face that bother me a lot,there are some pimples on my face that bother me a lot,5782,there are some pimples on my face that bother me a lot
510,i have some terrible problems when im breathing during the night,i have some terrible problems when i am breathing during the night,5783,i have some terrible problems when im breathing during the night
511,i feel really sad all the time,i feel really sad all the time,5784,i feel really sad all the time
512,my knee feels weak and it gave way the other day at the top of the stairs  luckily there was a rail to hold on to,my knee feels weak and it gave away the other day at the top of the stairs luckily there was a rail to hold onto,5785,my knee feels weak and it gave way the other day at the top of the stairs  luckily there was a rail to hold on to
513,is my cut infected or just healing,is my cut infected or just healing,5786,is my cut infected or just healing
514,whats the symptoms of appendicitis,whats the symptoms of appendicitis,5787,whats the symptoms of appendicitis
515,i have pain in my chest that saddens me,i have pain in my chest that saddens me,5788,i have pain in my chest that saddens me
516,my heart feels like its going to explode,my heart feels like its going to explode,5789,my heart feels like its going to explode
517,theres swelling in my neck and it hurts,theres swelling in my neck and it hurts,5790,theres swelling in my neck and it hurts
518,something dark is there on my arm,something dark is there on my arm,5791,something dark is there on my arm
519,after a breakup  i feel something strange in me,after a break up i feel something strange in me,5792,after a breakup  i feel something strange in me
520,i think i sprained my ankle it really hurts,i think i sprained my ankle it really hurts,5793,i think i sprained my ankle it really hurts
521,i was very active in sports but now my body is feeling pain,i was very active in sports but now my body is feeling pain,5794,i was very active in sports but now my body is feeling pain
522,my face has broken out in painful red spots and lumps that no matter how much i clean my face dont seem to be going away,my face has broken out in painful red spots and lumps that no matter how much i clean my face dont seem to be going away,5795,my face has broken out in painful red spots and lumps that no matter how much i clean my face dont seem to be going away
523,i hit myself and the would doesnt want to heal,i hate myself and thu doesnt want to help,5796,i hate myself and thu doesnt want to help
524,i feel a strange and powerful pain inside my rib cage,i feel a strange and powerful pain inside my rib cage,5797,i feel a strange and powerful pain inside my rib cage
525,my knees seem to grind as i go up or down stairs,my knees seem to grind as i go up or down stairs,5798,my knees seem to grind as i go up or down stairs
526,ive got a hard time to breath am i having a heart attack,i have got a hard time to breathe am i having a heart attack,5799,ive got a hard time to breath am i having a heart attack
527,i have a head pain every single day,i have a head pain every single day,5800,i have a head pain every single day
528,i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,5801,i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise
529,i have some pain when im walking around my knees,i have some pain when im walking around my knees,5802,i have some pain when im walking around my knees
530,i have shooting pains up and down my back,i have shooting pains up and down my back,5803,i have shooting pains up and down my back
531,after eating  i have burning sensation inside of me,after eating i have burning sensation inside of me,5804,after eating  i have burning sensation inside of me
532,how do you know if you have a torn meniscus in your knee,how do you know if you have a torn meniscus in your knee,5805,how do you know if you have a torn meniscus in your knee
533,i feel chilly like an ice cube  my sister said that she needs several blankets to cover her so that she is warm enough,i feel chilly like an ice cube my sister said that she needs several blankets to cover her so that she is warm enough,5806,i feel chilly like an ice cube  my sister said that she needs several blankets to cover her so that  she is warm enough
534,my acne itches and oozes,my acne is just an s,5807,my acne is just an ear ache
535,my heart is pumping fast and im having a hard time to breath,my heart is pumping fast and i am having a hard time to breathe,5808,my heart is pumping fast and im having a hard time to breath
536,my skin is very dry and peeling,my skin is very dry and peeling,5809,my skin is very dry and peeling
537,i cant turn my neck to the left without feeling a stabbing pain,i cant turn my neck to the left without feeling a stabbing pain,5810,i cant turn my neck to the left without feeling a stabbing pain
538,when im tired i feel my head heavy,when im tired i feel my head heavy,5811,when im tired i feel my head heavy
539,i have the impression of having no strength in my body,i have the impression of having no strength in my body,5812,i have the impression of having no strength in my body
540,every morning when i wake up my neck feels like i slept on in wrong,every morning when i what up my neck pills like i slipped on in wrong,5813,every morning when i wake up my neck pain like i slipped on a needle
541,what helps cuts heal faster,what helps gods hill faster,5814,what helps helps heal faster
542,when i get out of bed in the morning my body feels very weak,when i get out of bed in the morning my body feels very weak,5815,when i get out of bed in the morning my body feels very weak
543,i have a scab on the back of my hand that just wont go away,i have a scab on the back of my hand that just wont go away,5816,i have a scab on the back of my hand that just wont go away
544,i cut myself and im bleeding,i cut myself and i am bleeding,5817,i cut myself and im bleeding
545,since i went into the forest  i have pain on my ear,since i went into the forest i have pain on my arm,5818,since i went into the forest  i have pain on my arm
546,my shoulder hurts when i try to reach something above my head,my shoulder hurts when i try to read something above my head,5819,my shoulder hurts when i try to read something above my head
547,is pimples a skin disease,its pimples a skin disease,5820,its pimples a skin disease
548,after walking i have some pain under my foot,walking i have some pain under my foot,5821,walking i have some pain under my foot
549,my sore isnt healing well and its been like this for two weeks,my sora is not healing well and it has been like this for two weeks,5822,my sora is not healing well and it has been like this for two weeks
550,i have a dull ache in my stomach  it gets worse after i eat,i have a delic in my stomach it get worse after i eat,5823,i have a knot in my stomach  it gets worse after i eat
551,my ear is ringing,my ear is ringing,5824,my ear is ringing
552,it feels like someone is hitting my head with a hammer  i feel pain on the top of my head and it throbs,it feels like someone is hitting my head with a hammer i feel pain on the top of my head and it throbs,5825,it feels like someone is hitting my head with a hammer  i feel pain on the top of my brain and it throbs
553,i have a rash and it itches very bad,i have a rash and it itches very bad,5826,i have a rash and it itches very bad
554,i hit my head at the basketball game  could i have a concussion,i hit my head at the basketball game could i have a concussion,5827,i hit my head at the basketball game  could i have a concussion
555,my acne is really embarassing its so read,my acne is really embarrassing its so it,5828,my acne is really embarassing its so read
556,my head hurts in the back and the pain lasts all day,my head hurts in the back and the pain lasts all day,5829,my head hurts in the back and the pain lasts all day
557,i think theres fluid in my ears,i think there is fluid in my yard,5830,i think theres fluid in my bowel
558,my knee doesnt want to bend well,my knee doesnt want to bend well,5831,my knee doesnt want to bend well
559,it itches inside my ears,it in just inside my ears,5832,it is just inside my ears
560,my face is all broken out with pimples,my face is all broken out with pimples that,5833,my face is all broken out with pimples that
561,there is a tingling sensation in my neck,there is a tingling sensation in my neck,5834,there is a tingling sensation in my neck
562,my stomach feels full and upset  and bloating after big meals,my stomach feels full and upset and bloating after big meals,5835,my stomach feels full and upset  and bloating after big meals
563,in the morning my respiration is loud,in the morning my respiration is loud,5836,in the morning my respiration is loud
564,there are lots of hairs on my pillow in the morning,there are lots of yards on my pillow in the morning,5837,there are lots of hairs on my pillow in the morning
565,when im awake in the morning i feel strange and have vertigo,when i awake in the morning i feel strange and have hard to wake,5838,when i awake in the morning i feel strange and have hard to wake
566,i have constant stomach pain and bloating,i have constant stomach pain and bloating,5839,i have constant stomach pain and bloating
567,when im doing sport i have pain under my skin,when i am doing sport i have pain under my skin,5840,when im doing sport i have pain under my skin
568,when i play sports  i have some burning sensation in my spine,when i play sports i have some burning sensation in my spine,5841,when i play sports  i have some burning sensation in my spine
569,after playing tennis  i had a powerful sensation close to my neck,after playing tennis i had a powerful sensation close to my neck,5842,after playing tennis  i had a powerful sensation close to my neck
570,even if the temperature is high in the house  my body is always cold,even if the temperature is high in the house my body is always cold,5843,even if the temperature is high in the house  my body is always cold
571,i feel like i just cant cope anymore i feel overwhelmed and like i just cant get a break,i feel like i just cant cope anymore i feel overwhelmed and like i just cant get a break,5844,i feel like i just cant cope anymore i feel overwhelmed and like im just going to get a break
572,when im driving my eyes see in double,when im driving my eyes seem double,5845,when im driving my eyes seem double
573,mr hair is falling out just by combing it,mr rear is falling out just by combing it,5846,mr hair is falling out just by combing it
574,my husband left me for another woman my heart hurts so badly to the point i cant eat or sleep,my husband left me for another woman my heart hurts so badly to the point i cant eat or sleep,5847,my husband left me for another woman my heart hurts so badly to the point i cant eat or sleep
575,ive been over my cold for weeks but still cough every day,i have been over my cold for weeks but still cough every day,5848,ive been over my cold for weeks but still cough every day
576,i get chills and aches all over,i get all over,5849,i get all over
577,i cannot get warm no matter how much i wrap up or how high i put the heating on,i cannot get one no matter how much i work up or how high i put the heating on,5850,i cannot get one no matter how much i work up or how high i put the heating on
578,i have a cut that is red and swollen,i have a card that is red and swollen,5851,i have a cut that is red and swollen
579,my mind feels very sad as if it hurts  the way i feel in my head is awful and when i think about my breakup i cry with sadness,my mind feels very sad as if it hurts the way i feel in my head is i feel and when i think about my breakup i cry with sadness,5852,my mind feels very sad as if it hurts  the way i feel in my head is how i felt and when i think about my breakup i cry with sadness
580,when i walk up a flight of stairs my right knee hurts,when i woke up a flight of stairs my right knee hurts,5853,when i woke up a flight of stairs my right knee hurts
581,i cant hear out of my ear properly i feel like there is something in it causing irritation,i cant hear out of my ear properly i feel like there is something in it causing irritation,5854,i cant hear out of my ear properly i feel like there is something in it causing irritation
582,my hair is falling out in bunches,my hair is falling out in bunches,5855,my hair is falling out in bunches
583,it feels like my heart is going to leap out of my body it hurts,it feels like my heart is going to leave out of my body it hurts,5856,it feels like my heart is going to leave out of my body it hurts
584,i have a very rash sensation close to my arms,i have a very rough sensation close to my arms,5857,i have a very rough sensation close to my arms
585,i stopped sports because i get injury from sports,i stop a sport because i get injury from sport,5858,i stopped a sport because i get injury from sport
586,feels like there are pins and needles sticking in my joints,feels like there are pins and needles sticking my joints,5859,feels like there are pins and needles sticking my joints
587,i have general discomfort in my torso,i have general discomfort on my torso,5860,i have general discomfort on my torso
588,i have dark spots on my skin,i have dark spot on my skin,5861,i have dark spot on my skin
589,after an hard working day i have foot ache,after a hard working day i have put a a,5862,after an hard working day i have foot ache
590,the wound is still open,the wound is still open,5863,the wound is still open
591,cant keep focus,can keep focus,5864,can keep focus
592,my cough is very heavy and i have mucus,my coach is very heavy and i have mucus,5865,my cough is very heavy and i have mucus
593,i feel deep tingling when i touch acne followed by bad sensation,i feel the tingling when i touch and follow it by bad sense of tune,5866,i feel the tingling when i touch and follow it by bad sense of tune
594,i have whooping cough with excess mucous need mucolytic,i have whooping coach with excess muco me,5867,i have whooping cough with excess mucous need neverending treatment
595,i feel pain in my joint after an injury in the last football match i played,i feel pain in the joint after an injury in the last about months a year,5868,i feel pain in the joint after an injury in one of the last about months a year
596,i feel pain in my throat,i feel pain in my throat,5869,i feel pain in my throat
597,i have a problem in my back i cannot extend it,i have a problem in my back i can stand it it,5870,i have a problem in my back i cant stand it
598,i feel pain in my knee,i feel pain in my knee,5871,i feel pain in my knee
599,my head is spinning when i get up,my head is spinning when i get up no but the way,5872,my head is spinning when i get up no but the way
600,i feel severe itching in the skin with redness,i feel very itching in the skin with redness,5873,i feel very itching in the skin with redness
601,i feel pain in my back,i feel pain in my back,5874,i feel pain in my back
602,my shoulder is hurting me,my shoulder is hurting me,5875,my shoulder is hurting me
603,there is a sharp pain in my bicep,harassing there is a sharp pain in my bicep,5876,i feel a sharp pain in my bicep
604,my wound opened up again,my wound open it up again,5877,my wound opened up again
605,i think my wound is infected,i think my wound is infected,5878,i think my wound is infected
606,i have severe shoulder pain,i have severe shoulder pain,5879,i have severe shoulder pain
607,my right shoulder clicks when i move my arm,my right shoulder clicks when i move my arm,5880,my right shoulder clicks when i move my arm
608,i can hardly breathe,i can hardly breathe it,5881,i can hardly breathe it
609,i have a sharp pain in my ear,i have a sharp pain in my head,5882,i have a sharp pain in my head
610,it started as a tinnitus but today the pain is throbbing and unbearable,it started as a ti it was but today the pain throbbing and,5883,it started as a pain it was but today the pain throbbing and
611,i feel so sore in my stomach area,i am nausea cat,5884,i am nausea cat
612,dont cry,dont try,5885,dont try
613,i have shoulder pain after doing any home work,hello i am john,5886,hello i am john
614,my lower back hurts but it improves if i stretch it,my lower back hurts but it improves if i stretch it,5887,my lower back hurts but it improves if i stretch it
615,fell skull is cracked like nuts,fell skull is cracked like nuts,5888,fell skull is cracked like nuts
616,i have a pain in my head,i have a pain in my head,5889,i have a pain in my head
617,i have injured myself during the soccer match,i have injured myself during the soccer match,5890,i have injured myself during the soccer match
618,i was travelling by ship and i feel dizzy,i was traveling by ship and i feel dizzy,5891,i was travelling by ship and i feel dizzy
619,i got acne when i ate chili,i got acne when i ate chili,5892,i got acne when i ate chili
620,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,5893,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing
621,i got injured exercising,i got injured exercising,5894,i got injured exercising
622,i feel a great pain in my shoulder when i try to lift something heavy,i feel a great pain in my shoulder when i try to lift something heavy,5895,i feel a great pain in my shoulder when i try to lift something heavy
623,my head hurts when im doing this,my head hurts when im doing this,5896,my head hurts when im doing this
624,i often get a sharp pain in my chest and i cant tell what im doing that might be triggering it,i often get a sharp pain in my chest and i cant tell what im doing that might be triggering it,5897,i often get a sharp pain in my chest and i cant tell what im doing that might be triggering it
625,when i force my eyes to view i have blurry vision,when i force my eyes to view i have blurry vision,5898,when i force my eyes to view i have blurry vision
626,i feel something hurt me in taking breath and i cant take my breath,i feel something hurt me in taking breath and i cant take my breath,5899,i feel something hurt me in taking breath and i cant take my breath
627,my calves feel like they are tight as knots and are throbbing,my calves feel like they are tight as knots and are throbbing,5900,my calves feel like they are tight as knots and are throbbing
628,it is like i have a needle pushing through my heart,it is like i have a needle pushing through my heart,5901,it is like i have a needle pushing through my heart
629,i do not know why i feel cold,i do not know why i feel cold,5902,i do not know why i feel cold
630,i feel a burning sensation in my guts about 2 hours after each meal,i feel a burning sensation in my guts about two hours after each meal,5903,i feel a burning sensation in my guts about 2 hours after each meal
631,itch at front and center of scalp,itch at front and center of scalp,5904,itch at front and center of scalp
632,yesterday i had a shouder pain,yesterday i had a shoulder pain,5905,yesterday i had a shouder pain
633,the warming system of my house is broken and  feel so cold,the warming system of my house is broken and feel so cold,5906,the warming system of my house is broken and  feel so cold
634,my entire body is freezing,my entire body is freezing,5907,my entire body is freezing
635,my shoulder has agreat pain,my shoulder has a great pain,5908,my shoulder has agreat pain
636,i feel weak all over,i feel weak all over,5909,i feel weak all over
637,i have a great stomach ache and i cant eat any thing,i have a great stomach ache and i cant eat anything,5910,i have a great stomach ache and i cant eat any thing
638,i was diagnosed with pneumonia i cant breath easily,i was diagnosed with pneumonia i cant breathe easily,5911,i was diagnosed with pneumonia i cant breath easily
639,i have a headache every time i eat ice cream,i have a headache every time i eat ice cream,5912,i have a headache every time i eat ice cream
640,i started taking swimming lessons and i guess i swallowed too much water through my nose because this sinusitis is killing me now,i started taking swimming lessons and i guess i swallowed too much water through my nose because this sinus diss is killing me now,5913,i started taking swimming lessons and i guess i swallowed too much water through my nose because this sinusitis is killing me now
641,stiffness inability to look right or left except by moving the whole body,stiffness inability to look right or left except by moving the whole body,5914,stiffness inability to look right or left except by moving the whole body
642,i feel a soreness in my knees when i walk,i feel a soreness in my knees when i walk,5915,i feel a soreness in my knees when i walk
643,i have a neck pain when i sit infront of my laptop,i have a neck pain when i sit in front of my laptop,5916,i have a neck pain when i sit infront of my laptop
