sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
238,at the moment ok fine um are you still having periods,** *** ****** ok fine um are you still having periods,,0,at; the; moment,3,,0,8
239,two  week scare ok so is there any chance you could be pregnant i know youve got an implement in there but is there any chance you could ********* potentially be pregnant its something for us to think about ***********,two weeks   ago ok so is there any chance you could be pregnant i know   you got an implement in ***** but is there any chance you could potential          to be pregnant its something for us to think about potentially,week -> weeks; scare -> ago; youve -> you; potentially -> to,4,there,1,potential; potentially,2,33
240,yeah ok well its something  for us to think about um uh maybe worth taking a pregnancy test later on just to confirm that um,yeah ok well *** something else ** to think about um uh maybe worth  doing a pregnancy test later on just to confirm that um,for -> else; taking -> doing,2,its; us,2,,0,21
241,ok and and so just to summarize so far if you dont mind its really for the last couple of days  its tummy pain thats really affected you mainly lower down towards your belly button its quite burning you said its getting worse um you noticed some pink urine,ok and and so just to summarize so far if you dont mind its really for the last couple of days this tummy pain   has really affected you mainly lower down towards your belly button its quite burning you said its getting worse um you noticed some pink urine,its -> this; thats -> has,2,,0,,0,47
242,um but no burning or stinging pain when you    pass urine your bowels are working ok,um but no burning or stinging pain when you posture   and your bowels are working ok,pass -> posture; urine -> and,2,,0,,0,14
243,youve felt a little bit nauseous um and feeling hot and sweaty have i got that all right,you felt a little bit nauseous um and feeling hot and sweaty have i got that all right,youve -> you,1,,0,,0,17
244,is there anything else perhaps that you feel like you should share with me at this stage **** anything  that might be important,is there anything else perhaps that you feel like you should share with me at this stage that      you think might be important,anything -> you; that -> think,2,,0,that,1,20
245,ok um have you had anything like this before in the past any similar symptoms,ok um **** you had anything like this before in the past any similar symptoms,,0,have,1,,0,14
246,fine um any other family history i should be aware of anything relevant family uh related to *** bowels maybe related to **** history,fine um any other family history i should be aware of anything relevant family uh related to the bowels maybe related to gyne history,,0,,0,the; gyne,2,22
247,ok *** alright um and socially just tell me a bit more about your home situation whos at home with you,ok all   right um and socially just tell me a bit more about your home situation whos at home with you,alright -> right,1,,0,all,1,19
248,ok and ***** whereabouts in your tummy is the pain exactly,ok and where       about in your tummy is the pain exactly,whereabouts -> about,1,,0,where,1,9
249,***** ok um do you smoke at all kim,right ok um do you smoke at all tim,kim -> tim,1,,0,right,1,7
250,ok um just before i go to the examination i just  want to go through just some few screening questions if thats ok yes or no,ok um just before i go to *** examination i just wanna ** go through just some few screening questions if thats ok yes or no,want -> wanna,1,the; to,2,,0,23
251,uh weve weve covered the majority of them already uh but i just want to make sure im not missing anything else,uh   we weve covered the majority of them already um but * just want to make sure im not missing anything else,weve -> we; uh -> um,2,i,1,,0,19
252,um hows your ** hows your chest hows your breathing um ***** any,um hows your ho hows your chest hows your breathing um every  fo,any -> fo,1,,0,ho; every,2,10
253,** ok any uh funny heartbeats or rhythms palpitations,mm ok any uh funny heartbeats or rhythms palpitations,,0,,0,mm,1,8
254,** ok any headaches any problems with your vision,mm ok any headaches any problems with your vision,,0,,0,mm,1,8
255,no ok *** alright um,no ok all   right um,alright -> right,1,,0,all,1,3
256,fine ok um so really just uh moving on um,fine ok um so really just um moving on um,uh -> um,1,,0,,0,9
257,and so based based on your story really uh uh kim its its * its * difficult *** its its *** um you know youve got some    tummy pain you dont exactly know whats causing it it could be a few different things that could be causing your pain,*** so based based on your story really uh uh kim its its a its a difficult one its its its um  we know youve got some cramming pain  we dont exactly know whats causing it it could be a few different things that could be causing your pain,you -> we; tummy -> cramming; you -> we,3,and,1,a; a; one; its,4,41
258,could just be a you know could just be a urine infection for example could just be something related to your gut um could just be something related to your you know a pregnancy related cause um and so its probably worth doing some tests initially,could this be a you know could this be a urine infection for example could this be something related to your gut um could this be something related to your you know a pregnancy related cause um and so its probably worth doing some tests initially,just -> this; just -> this; just -> this; just -> this,4,,0,,0,42
259,um and *** ***** basically those tests we well have a better idea in terms of how we should proceed but certainly ** it if its been going on for the last couple of days um,um and the based        on those tests we well have a better idea in terms of how we should proceed but certainly if if if its been going on for the last couple of days um,basically -> on; it -> if,2,,0,the; based; if,3,31
260,uh you know its probably maybe worth empirically treating you for ***** a maybe urine infection and so ****  its an **** **** ****,uh you know its probably maybe worth empirically treating you for maybe a ***** urine infection  uh so with some an with some anti,and -> uh; its -> some,2,maybe,1,maybe; with; with; some; anti,5,16
261,uh but i still want you to bear in mind you know   have a pregnancy test done to make sure were not missing anything else here,uh but i still want you to bear in mind you know having a pregnancy test done to make sure were not missing anything else here,have -> having,1,,0,,0,25
262,so things to look out for would be you know worsening tummy pain um if youre feeling really hot or sweaty your *********** temperatures not coming down um vomiting et cetera does that make sense,so things to look out for would be you know worsening tummy pain um if youre feeling really hot or sweaty your temperature           is not coming down um vomiting et cetera does that make sense,temperatures -> is,1,,0,temperature,1,33
263,** ok ok and can you describe the pain to me,mm ok ok and can you describe the pain to me,,0,,0,mm,1,10
264,ok um you can try just regular painkillers uh paracetamol ** would be advisable um make sure you drink plenty of fluids,ok um you can try just regular painkillers uh paracetamol uh  will be advisable um make sure you drink plenty of fluids,would -> will,1,,0,uh,1,20
265,um take the antibiotics uh and give me a call ** you know if you are worried about anything else,um take the antibiotics uh and give me a call if you know if you are worried about anything else,,0,,0,if,1,19
266,yeah  if i send it straight to your pharmacy start the antibiotics today something called trimethoprim um   you can take two tablets uh one tablet twice a day for three days,yeah ill * send it straight to your pharmacy start the antibiotics today something called trimethoprim um youll *** take two tablets uh one tablet twice a day for three days,if -> ill; you -> youll,2,i; can,2,,0,27
267,uh lets see how you get  on,uh lets say *** you get one,see -> say; on -> one,2,how,1,,0,4
268,just in just below your belly button you   uh mentioned,just in just below your belly button you were mentioned,uh -> were,1,,0,,0,9
269,yeah im fine thats fine thats i did notice that i was a little the urine was a little pink in colour but i havent like it hasnt really been burning specifically or hurting when i pee and uh,yeah im   fi thats fine  that i did notice that i was a little the urine was a little pink in  color but i havent like it hasnt really been burning specifically or hurting when i pee and uh,fine -> fi; thats -> that; colour -> color,3,,0,,0,36
270,and i did notice i was going to the i was peeing more regularly but i have been drinking lots of fluids so i wasnt sure um i wasnt sure um like ** *** you know if that was related to the pain,and i did notice i was going to the i was peeing more regularly but i have been drinking lots of fluids so i wasnt sure um i wasnt sure um like it was you know if that was related to the pain,,0,,0,it; was,2,41
271,and i havent noticed that it really burns or anything like that um just that im peeing more than ****** more regularly,i i havent noticed that it really burns or anything like that um just that im peeing more than enough more regularly,and -> i,1,,0,enough,1,20
272,i havent ** i felt a bit hot and sweaty but i havent really measured it so i cant really say,i havent re i felt a bit hot and sweaty but i havent really measured it so i cant really say,,0,,0,re,1,20
273,uh yeah ive i have had the same partner i am we were last sexually active about four days ago um my last std screen was normal which was about six months ago,uh yeah ive * **** had the same partner i am we were last sexually active about four days ago um my last std screen was normal which was about six months ago,,0,i; have,2,,0,31
274,uh im on the implanon i had the implanon inserted about a year ago,um ** on the implanon i had the implanon inserted about a year ago,uh -> um,1,im,1,,0,12
275,well we dont use any other barrier  method so we just use the * i just have the implanon and the same partner um,well we dont use any other barrier methods so we just use the i i just have the implanon and the same partner um,method -> methods,1,,0,i,1,22
276,theoretically if the implanon hasnt been working then i could be pregnant but i dont suspect,theoretically if the implanon   has been working then i could be pregnant but i dont suspect,hasnt -> has,1,,0,,0,15
277,i dont think so i think **   ive you weve covered everything thats really bothering me,i dont think so i think uh youve com weve covered everything thats really bothering me,ive -> youve; you -> com,2,,0,uh,1,13
278,yeah ***** well i havent had any surgical i dont have any surgical history,yeah quite well i havent had any surgical i dont have any surgical history,,0,,0,quite,1,13
279,i dont have any previous i havent had any operations before or and im not on any other medication i just have the implanon,i dont have any previous i havent had any operations before or and im not on any other medication i just  had the implanon,have -> had,1,,0,,0,23
280,ive never *** ive never had these symptoms before,ive never had ive never had these symptoms before,,0,,0,had,1,8
281,uh i live in a share house and with two other two other      room mates,uh i live in a share house  um with two other two other roommates *****,and -> um; room -> roommates,2,mates,1,,0,12
282,yeah i currently i am currently ****,yeah i currently i am currently with,,0,,0,with,1,6
283,uh * socially i drink but uh i dont think more more than normal * ********** **** **,uh s socially i drink but uh i dont think more more than normal i understand that is,,0,,0,s; i; understand; that; is,5,13
284,i dont feel short of breath uh or im not having any problems or i dont have a cough or anything thats worrying me,i dont feel short of breath or or im not having any problems or i dont have a cough or anything thats worrying me,uh -> or,1,,0,,0,23
285,yeah i can we do that instead of me going for tests and then seeing how that goes,yeah * can we do that instead of me going for tests and then seeing how that goes,,0,i,1,,0,17
286,ok **** that sounds great,ok good that sounds great,,0,,0,good,1,4
287,** ** it ** ** hasnt been its more gradual and its just  it is getting a bit worse now,uh so it uh it hasnt been its more gradual and its just its ** getting a bit worse now,it -> its,1,is,1,uh; so; uh; it,4,14
288,uh its kind of like a a i guess a burning pain uh and its just right there yeah in that spot like uh thats mostly where im feeling it it hasnt spread anywhere else,uh its kind of like a a i guess a burning pain uh and its just right there **** in that spot like uh thats mostly where im feeling it it hasnt spread anywhere else,,0,yeah,1,,0,34
289,its pretty constant its like getting worse um its not like i i can still move and walk around uh i mean im still kind of functioning its just uh im aware of it *** *** time,its pretty constant its like getting worse um its not like i i can still move and walk around uh i mean im still kind of functioning its just uh im aware of it all the time,,0,,0,all; the,2,35
290,*** right ok so you mentioned ***** youre feeling uh short of breath for the last couple of weeks but mainly the last couple of days its got a bit worse,all right ok so you mentioned youve  been feeling uh short of breath for the last couple of weeks but  maybe the last couple of days  it got a bit worse,youre -> been; mainly -> maybe; its -> it,3,,0,all; youve,2,26
291,um uh and youre now feeling more breathless on kind of minimal minimal exertion you mentioned um have you noticed any other symptoms at all uh uh with your breath so for example any pain in your chest,um uh and youre not feeling more breathless on kind of minimal minimal exertion you mentioned um have you noticed any other symptoms at all uh uh with your breath so for example any pain in your chest,now -> not,1,,0,,0,37
292,ok and have you found yourself coughing coughing at all,ok *** have you found yourself coughing coughing at all,,0,and,1,,0,9
293,ok um is that is that both *,ok um is that is that both a,,0,,0,a,1,7
294,past few days ok and is this something that youve had before in the past,last few days ok and is this something that youve had before in the past,past -> last,1,,0,,0,14
295,** ok ok um fine ok so um just to really recap uh so youre really in the last couple of weeks uh youve been feeling breathless uh but worse in the last couple of days you mentioned you had a bit of a dry cough,mm ok ok um fine ok so um just to really recap uh so   you really in the last couple of weeks uh youve been feeling breathless uh but worse in the last couple of days you mentioned you had a bit of a dry cough,youre -> you,1,,0,mm,1,44
296,um and some swelling in your ankles um *** reporting no chest pain um and and *** have you had any have you any have you noticed your heartbeat racing at all so palpitations or skipped heartbeat,um and some swelling in your ankles um but important no chest pain um and and and have you had *** have you *** have you noticed your heartbeat racing at all so palpitations or skipped heartbeat,reporting -> important,1,any; any,2,but; and,2,32
297,ok and your ***** waterworks are you passing urine ok,ok and your water      works are you passing urine ok,waterworks -> works,1,,0,water,1,8
298,sure ok *** alright um fine so ****** ** ** your uh your past medical history you mentioned heart failure any any other medical history i should be aware of,sure ok all   right um fine so moving on to your uh your past medical history you mentioned heart failure any any other medical history i should be aware of,alright -> right,1,,0,all; moving; on; to,4,25
299,ok great i am yes   nice   to see you here oscar um how can i help you this afternoon,ok great i am yes doctor sede *** *** here oscar um how can i help you this afternoon,nice -> doctor; to -> sede,2,see; you,2,,0,15
300,ok and when *** when you say a small heart attack did they give you a name for what happened   a a name of a diagnosis,ok and when you when you say * small heart   site did they give you a name for what happened and a name of a diagnosis,attack -> site; a -> and,2,a,1,you,1,22
301,its more hard to say ok was it like angina or um,thing **** **** ** *** ok was it like angina or um,its -> thing,1,more; hard; to; say,4,,0,7
302,youve been ok since then ok *** alright so apart from the uh the heart the heart problems the heart failure any other problems i should be aware of,youve been ok since then ok all   right so apart from the uh the heart the heart problems the heart failure any other problems i should be aware of,alright -> right,1,,0,all,1,27
303,ok um do you take any regular medications apart from your *** diuretics that youre taking and do you know which ones,ok um do you take any regular medications apart from your the diuretics that youre taking *** do you know which ones,,0,and,1,the,1,20
304,*** do you know which dose youre taking,and do you know which dose youre taking,,0,,0,and,1,7
305,ok do you want to tell me a bit more about it when did it all start,ok do you **** ** tell me a bit more about it when did it all start,,0,want; to,2,,0,15
306,sorry the ********** connections not very good ok thank you yeah,sorry the connection          is not very good ok thank you yeah,connections -> is,1,,0,connection,1,9
307,and a thousand ok *** alright any allergies at all ** any medications,one * thousand ok all   right any allergies at all to any medications,and -> one; alright -> right,2,a,1,all; to,2,8
308,early sixties ok alright anything else i should be aware of,ninety   sixty ok      uh anything else i should be aware of,early -> ninety; sixties -> sixty; alright -> uh,3,,0,,0,8
309,ok *** alright um and socially sir just tell me a bit more about your situation at home who lives at home with you,ok all   right um and socially sir just tell me a bit more about your situation at home who lives at home with you,alright -> right,1,,0,all,1,22
310,youve got two cats ok great do they have names,you got two cats ok great do they have names,youve -> you,1,,0,,0,9
311,yeah **** thats certainly a consideration isnt    it so lets lets try and get you better soon so it doesnt have any um impact on your on your job,yeah this    is certainly a consideration isnt there so lets lets try and get you better soon so it doesnt have any um impact on your on your job,thats -> is; it -> there,2,,0,this,1,26
312,uh and do you find yourself doing a lot of       anti social hours do you do you do a lot of night driving weekend driving,** and do you find yourself doing a lot of antisocial  hours    or do you ** you do a lot of night driving weekend driving,anti -> antisocial; social -> hours; hours -> or,3,uh; do,2,,0,20
313,ok *** alright and what about smoking and alcohol so cause ** that can sometimes be very important when it comes to heart problems ** do you do you smoke at all,ok all   right and what about smoking and alcohol so cause it they can sometimes be very important when it comes to heart problems so do you do you smoke at all,alright -> right; that -> they,2,,0,all; it; so,3,27
314,ok  and what about      the stopping that must have been difficult for you *** **** **** *** stopping um and what *** what about alcohol,ok well   up   for stopping        i   it must   be very difficult for you but well down for stopping um and what and what about alcohol,and -> well; what -> up; about -> for; the -> stopping; stopping -> i; that -> it; have -> be; been -> very,8,,0,but; well; down; for; and,5,12
315,right ok and  certainly now **** your symptoms you youre you said youre feeling more breathless even walking to the *** uh to the shop she said,right ok and especially now with your symptoms you   you you said youre getting more breathless even walking to the sto uh to the shop you said,certainly -> especially; youre -> you; feeling -> getting; she -> you,4,,0,with; sto,2,21
316,um right ohh um based on your based on  you history and having * listened to your story ** i i wonder whether youve had a flare up of your heart failure sir um,um right  so um based on your based on your history and having a   listen to your story uh i i wonder whether youve had a flare up of your heart failure sir um,ohh -> so; you -> your; listened -> listen,3,,0,a; uh,2,29
317,which can sometimes happen um um and ***   uh,which can sometimes happen um um and you know,uh -> know,1,,0,you,1,7
318,its so it seems like your hearts not pumping as well as it should be um and obviously having diagnosed with heart failure theres obviously,its so it seems that your hearts not pumping as well as it should be um and obviously having diagnosed with heart failure theres obviously,like -> that,1,,0,,0,24
319,um thats   the first thing that comes to my mind um now theres a couple of options ** move forward um,um     i suppo ***** thing that comes to my mind um now theres a couple of options to move forward um,thats -> i; the -> suppo,2,first,1,to,1,17
320,given that youre otherwise well at the moment and having examined you your chest and your saturations and blood pressure are all ok,given that youre otherwise well at the moment and having examined you your chest and your saturations and    bp ******** *** all ok,blood -> bp,1,pressure; are,2,,0,20
321,im quite happy to increase your dose of furosemide ** maybe rather than one tablet a day we can ****  do two tablets a day for the first few days,im quite happy to increase your dose of furosemide to maybe rather than one tablet a day we can give you two tablets a day for the first few days,do -> you,1,,0,to; give,2,27
322,i think i think its its its definitely worth treating your symptoms but what we should also think about is maybe doing a couple of other tests like a blood test and maybe an echocardiogram of your heart to see how well your hearts pumping,i    th i think its its its definitely worth treating your symptoms but what we should also think about is maybe doing a couple of other tests like a blood test and maybe an echocardiogram of your heart to see how well your hearts pumping,think -> th,1,,0,,0,44
323,is that something youve had before yeah so um an **** **** ** its a its a general scan of your heart you might have had this done before when you were diagnosed and its just to get a good,is that something youve had ****** yeah so um an echo scan uh its a its a      gt scan of your heart you   may have had   it done before when you were diagnosed and its just to get a good,general -> gt; might -> may; this -> it,3,before,1,echo; scan; uh,3,33
324,you remember that ok fine thats something i can organize for you today and and that might take a week or two weeks for that to be organized but i think certainly in the meantime lets um,no ******** **** ok fine thats something i can organize for you today and and they   may take a week or two weeks for that to be organized but i think certainly in the meantime lets um,you -> no; that -> they; might -> may,3,remember; that,2,,0,32
325,lets lets get a blood test done we can check your um you know your full blood count look for signs of anemia we can have a check of your kidney function,lets lets get a blood test done we can check your um you know your full blood count look for signs of anemia we can have a check ** your kidney function,,0,of,1,,0,31
326,but i really like would like you to come back and see me in about a weeks time ** see how youre getting on **** that sound reasonable,but i really **** would like you to come back and see me in about a weeks time to see how youre getting on does that sound reasonable,,0,like,1,to; does,2,25
327,and of course in the meantime if you are getting more unwell feel like youre getting more breathless or youre having any other symptoms like chest pain or palpitations or dizziness then uh you know i want you to give me a call sooner than that and we can have a chat on the phone as well,and of course in the meantime if you are getting more unwell   so   if youre getting more breathless or youre having any other symptoms like chest pain or palpitations or dizziness then uh you know i want you to give me a call sooner than that and we can have a chat on the phone as well,feel -> so; like -> if,2,,0,,0,55
328,great and then well i wish you all the best have a good day ok thank you,great now **** **** i wish you all the best have a good day ok thank you,and -> now,1,then; well,2,,0,14
329,yes i can hear you,yeah i can hear you,yes -> yeah,1,,0,,0,4
330,um and i got a bit breathless when i was first diagnosed and put on some medicine that that um that helped but im a bit worried its just getting worse,um and i got a bit breathless when i was first diagnosed and put on some medicine that that um that helped but im a bit worried its  its getting worse,just -> its,1,,0,,0,30
331,um im feeling a little     run down um but otherwise otherwise pretty normal,um im feeling a little rundown **** um but otherwise otherwise pretty normal,run -> rundown,1,down,1,,0,11
332,ive noticed my ankles have got a bit bigger,ive noticed my ankles  are got * *** bigger,have -> are,1,a; bit,2,,0,6
333,*** kind of um yeah both ankles yeah its a bit embarrassing,its kind of um yeah both ankles yeah its a bit embarrassing,,0,,0,its,1,11
334,yeah  i im thats fine,yeah im im thats fine,i -> im,1,,0,,0,4
335,uh yeah  but yeah i usually pee a lot *** ever since the drugs,uh yeah that yeah i usually pee a lot the  the   pre the drugs,but -> that; ever -> the; since -> pre,3,,0,the,1,10
336,about five years ago um i uh i had i i had like some chest pain and they took me ** into hospital,about five years ago um i uh i had i i had like some chest pain and they took me to  the hospital,into -> the,1,,0,to,1,21
337,uh i cant remember they just called it something a uh something like that a small heart attack,uh i cant remember they just called it        as s uh something like that a small heart attack,something -> as; a -> s,2,,0,,0,16
338,uh no they they said that it uh it seemed it was like more than angina,uh no they they said they  i ** it seemed it was like more than angina,that -> they; it -> i,2,uh,1,,0,13
339,** i cant remember im sorry doctor i have to check,uh i cant remember im sorry doctor i have to check,,0,,0,uh,1,10
340,uh yeah shes still living,uh  yes shes still living,yeah -> yes,1,,0,,0,4
341,uh i live on my own well i got two cats,uh i live on my own  and i got two cats,well -> and,1,,0,,0,10
342,theyre my family uh theyre theyre called um theyre called polly and tim,theyre my family uh theyre theyre called um theyre called holly and tim,polly -> holly,1,,0,,0,12
343,uh its ok um i uh yeah **** when im working its pretty exhausting,uh its ok um i uh yeah like when im working its pretty exhausting,,0,,0,like,1,13
344,um now its become quite troublesome in the last few days,um and its become quite troublesome in the last few days,now -> and,1,,0,,0,10
345,ohh no   i i i i only take shifts during the day i dont like working at night,oh no iii * * i only take shifts during the day i dont like working at night,ohh -> oh; i -> iii,2,i; i,2,,0,14
346,ooh it was about about a pack a day back in the day,oh it was about about a pack a day back in the day,ooh -> oh,1,,0,,0,12
347,ohh that was oof good twenty five years,oh that was *** good twenty five years,ohh -> oh,1,oof,1,,0,6
348,uh i kind of normally i can walk to the shops without a problem but now im having to sort of sit down and catch my breath and im really starting to get a bit breathless just about the house,uh i kind of normally i can walk to the shops without a problem but now im having to sort of sit down and catch my breath and im   even starting to get a bit breathless just about the house,really -> even,1,,0,,0,39
349,ok if you think **** thatll be better,ok if you think that  would be   best,thatll -> would; better -> best,2,,0,that,1,5
350,ohh    yes i remember now,i always * remember now,ohh -> i; yes -> always,2,i,1,,0,2
351,uh yeah i remember now **,uh yeah i remember now ok,,0,,0,ok,1,5
352,and uh its got me kind of worried * dont really know whats going on,and uh its got me kind of worried i dont really know whats going on,,0,,0,i,1,14
353,uh i think thats all pretty clear thank you very much doctor,uh * ***** thats all pretty clear thank you very much doctor,,0,i; think,2,,0,10
354,yeah i can certainly hear youve got the sniffles so *** * bit of a runny bit of a runny nose you mentioned,yeah i can       see here   you got the sniffles so you a bit of a runny bit of a runny nose you mentioned,certainly -> see; hear -> here; youve -> you,3,,0,you; a,2,18
355,yeah sorry to hear that yeah **** *** **********       no um and uh any other symptoms so for example have     you any uh any sore throats any ear pain,yeah sorry to hear that yeah that was definitely probably um and uh any other symptoms ** for example  you getting any uh any sore throats any ear pain,no -> probably; have -> you; you -> getting,3,so,1,that; was; definitely,3,22
356,ah ok who do you support,uh ok who do you support,ah -> uh,1,,0,,0,5
357,**** well all sounds fascinating well i wish them all the best *** ** nothing table um so so you mentioned * sore throat um and have you had a chance to look in the in the mirror have you had a look at the back of your throat,yeah well *** sounds fascinating **** * wish them all the best mhm on     the table um so so you mentioned a sore throat um *** have you had a chance to look in the in the mirror have you had a look at the back of your throat,nothing -> the,1,all; well; i; and,4,yeah; mhm; on; a,4,40
358,yeah now i mean have you any have you noticed any kind of white spots on the back of your back of your throat or redness,yeah  no i mean have you had have you noticed any kind of white spots in the back of your back of your throat or redness,now -> no; any -> had; on -> in,3,,0,,0,23
359,** great right how can i help you this afternoon sir,ok great right how can i help you this afternoon sir,,0,,0,ok,1,10
360,**** i understand its not pretty but as i say its not its not something we we always um uh recommend but um moving on in terms of your ears * ** any dullness or blocked ears pain in your ears,yeah i understand its not pretty *** as i say *** not its not something we we always um uh recommend but um moving on in terms of your ears a in any dullness or blocked ears pain in your ears,,0,but; its,2,yeah; a; in,3,36
361,so do you *** feel more breathless or tight in your chest,so do you you feel more breathless or tight in your chest,,0,,0,you,1,11
362,uh your your breathing is fine is it ** ** *** your its not laboured or,uh  you your breathing is fine is it is uh you  you its not  labored or,your -> you; your -> you; laboured -> labored,3,,0,is; uh; you,3,10
363,no ok ok so youre youre youre feeling more short of breath,oh ok ok so   you youre youre feeling more short of breath,no -> oh; youre -> you,2,,0,,0,10
364,ok ok **** ok um ** ** any pain in your chest at all,ok ok well ok um uh uh any pain in your chest at all,,0,,0,well; uh; uh,3,11
365,no pain *****  ok ok have you noticed yourself any any any temperatures or fevers um feeling hot and cold sweaty,no pain thank you ok have you noticed yourself any any any temperatures or fevers um feeling hot and cold sweaty,ok -> you,1,,0,thank,1,19
366,seems seems very difficult at the moment um have you measured your temperature at all have you  got a,seems seems very difficult at the moment um have you measured your temperature at all have you good *,got -> good,1,a,1,,0,17
367,yeah * absolutely *** completely uh recommend that so keep keep doing what youre doing um and just lastly you know any any any kind of muscle pain joint pains,yeah i absolutely com completely ** recommend that so keep keep doing what youre doing um and just lastly you know *** any any kind of muscle pain joint pains,,0,uh; any,2,i; com,2,26
368,all over ok and just remind me sir when did your symptoms all start *** *** you say a few days ago,all over ok and just remind me  so when did your symptoms all start you did you say a few days ago,sir -> so,1,,0,you; did,2,19
369,four ** five days ago yeah ok are you aware of anything that might have set your symptoms off ** ** ** ********* ***** ***** ***** ** **** *** **** ********* ******** ****** **,four or five days *** yeah ok are you aware of anything that might have set your symptoms off uh is it something youve youve eaten or have you been traveling recently abroad or,,0,ago,1,or; uh; is; it; something; youve; youve; eaten; or; have; you; been; traveling; recently; abroad; or,16,17
370,and without prying too much what were you celebrating,and without crying too much what were you celebrating,prying -> crying,1,,0,,0,8
371,**** good excellent so just moving on sir uh regarding your um what we say past medical history are you do you have any other medical problems i should be aware of so anything to do with your heart lungs,well good excellent so just moving on sir uh regarding your um what we say past medical history are you do you have any other medical problems i should be aware of ** anything to do with your heart lungs,,0,so,1,well,1,38
372,diabetes right what type of ** is it type one or type two,diabetes right what type of di is it type one or type two,,0,,0,di,1,12
373,mmm ok well lets start with your cough first tell me a bit more about your cough is it for example are you coughing up anything at all or is it mainly dry,hm ok well lets start with your cough first tell me a bit more about your cough is it for example are you coughing up anything at all or is it mainly dry,mmm -> hm,1,,0,,0,32
374,youve been diagnosed with high ** ** ** *** blood pressure  uh  or ok all right so um moving on **  come to your medications *** which medications do you take on a regular basis,youve been diagnosed with high bp or or was  that     just the one ok all right so um moving on in terms of your medications whi which medications do you take on a regular basis,blood -> that; pressure -> just; uh -> the; or -> one; come -> terms; to -> of,6,,0,bp; or; or; was; in; whi,6,23
375,just allergies to ** medications really im im asking not as opposed to um other things,just allergies to me medications really im im asking *** as opposed to um other things,,0,not,1,me,1,14
376,ok and just very briefly socially sir just *** its very important to ask uh you said you live with your wife anyone else at home with you,ok and just very briefly socially sir just one its very important to ask uh you said you live with your wife anyone else at home with you,,0,,0,one,1,27
377,ok ok and are you  yep and are you working at the moment uh yourself,ok ok and are you yeah and are you   awake at the moment uh yourself,yep -> yeah; working -> awake,2,,0,,0,13
378,what what do you do   at work,what what do you do with that,at -> with; work -> that,2,,0,,0,5
379,* ***** pays the bills really um,i think pays the bills really um,,0,,0,i; think,2,5
380,what what about smoking and alcohol sir,what **** about smoking and alcohol sir,,0,what,1,,0,6
381,** roughly on average how many you would drink a week,ok roughly on average how many you ***** drink a week,,0,would,1,ok,1,9
382,well whatever you drink is it **** beer lager wine spirits,well whatever you drink is it pint beer largo wine spirits,lager -> largo,1,,0,pint,1,9
383,so youre not bringing up any mucky   flem,so youre not bringing up any mucky phlegm,flem -> phlegm,1,,0,,0,7
384,well i wish you all the best on your journey to quit i i highly recommend it um if you can ** itll certainly help your health as well um so just to ****** just to summarise i think you know uh based on your story,**** i wish you all the best on your journey to quit i i highly recommend it um if you can it will certainly help your health as well um so just to really just to summarize i think you know ** based on your story,itll -> will; summarise -> summarize,2,well; uh,2,it; really,2,40
385,um yeah im not ** ***   worry i think you know what **** you essentially have is a bit of a a bit of a viral illness perhaps a bit of a maybe early signs of a flu um,um yeah im not im not worried i think you know what what you essentially have is a bit of a a bit of a viral illness perhaps a bit of a maybe   any signs of a flu um,worry -> worried; early -> any,2,,0,im; not; what,3,34
386,which i think should settle down um really on its own uh over time um things to you know you you can do ** help yourself you know *** stay rested drink plenty of fluids,which i think should settle down um really on its own ** over time um things to you know you you can do to help yourself you know you stay rested drink plenty of fluids,,0,uh,1,to; you,2,32
387,um if you are if you are feeling hot and cold and sweaty taking regular paracetamol would be beneficial um you mentioned ***** feeling a bit short of breath um im a little bit on the edge about giving you antibiotics i dont think youve got a chest infection but what we could think about is giving you a,um if you are if you are feeling hot and cold and sweaty taking regular paracetamol would be beneficial um you mentioned youre feeling a bit short of breath um im a little bit on the edge about giving you antibiotics i dont think youve got a chest infection but what we could think about is giving you a,,0,,0,youre,1,58
388,a script for antibiotics which *** maybe use in *** next twenty four to forty eight hours if your symptoms dont get better,a script for antibiotics which can maybe use in the next twenty four to forty eight hours if your symptoms dont get better,,0,,0,can; the,2,21
389,yeah i will yeah ill ill give you a script today give it about twenty four to forty eight hours if you feel like youre still feeling breathless and run down i think theres no harm in starting a course of antibiotics something like amoxicillin,yeah i yeah  ill ill ill give you a script today give it about twenty four to forty eight hours if you feel like youre still feeling breathless and run down i think theres no harm in starting a course of antibiotics something like amoxicillin,will -> yeah; yeah -> ill,2,,0,,0,43
390,one tablet three times a day um  uh  and if youre still not better by next week come back and see me *** we can have another look,one tablet three times a day um and then if youre still  on better by next week come back and see me and we can have another look,uh -> and; and -> then; not -> on,3,,0,and,1,24
391,ok ***** *** all the best bye bye,ok thank you all the best bye bye,,0,,0,thank; you,2,6
392,yes yeah i can i can *** cheers,yes yeah i can i can the  truth,cheers -> truth,1,,0,the,1,6
393,so ive been shouting myself a wee bit hoarse   cause their performance has been uh pretty shite if im being honest with you ** **,so ive been shouting myself a wee bit hoarse because   the performance has been uh pretty   shy if im being honest with you to be,cause -> because; their -> the; shite -> shy,3,,0,to; be,2,20
