sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
544,there are lots of hairs on my pillow in the morning,there are lots of  hers on my pillow in the morning,hairs -> hers,1,,0,,0,10
545,dr i feel a strange and powerful pain inside my     rib cage,doctor i feel a strange and powerful pain inside my ribcage ****,dr -> doctor; rib -> ribcage,2,cage,1,,0,9
546,i think ***** theres fluid in my ears,i think there     is fluid in my ears,theres -> is,1,,0,there,1,6
547,i complain * alot with my neck pain and i really need to be better,i complain a  lot with my neck pain and i really need to be better,alot -> lot,1,,0,a,1,13
548,i have a  split on my thumb that will not heal,i have a splint on my thumb that will not heal,split -> splint,1,,0,,0,10
549,i was travelling by ship and i feel dizzy,i was  traveling by ship and i feel dizzy,travelling -> traveling,1,,0,,0,8
550,when i do  hard exercises i feel great pain in my muscles,when i do heart  exercise i feel great pain in my muscles,hard -> heart; exercises -> exercise,2,,0,,0,10
551,i was playing football and injuried with joint pain,i was playing football and  injured with joint pain,injuried -> injured,1,,0,,0,8
552,my grandmother last year went to *** hospital because she was having a hard time breathing,my grandmother last year went to the hospital because she was having a hard time breathing,,0,,0,the,1,15
553,i complain * alot with my neck pain and i really need to be better,i complain a  lot with my neck pain and i really need to be better,alot -> lot,1,,0,a,1,13
554,* im suffering from sharp cough accompanied by phlegm,i am suffering from sharp cough accompanied by phlegm,im -> am,1,,0,i,1,7
555,i cant move my leg there is * pain in the joint,i cant move my leg there is a pain in the joint,,0,,0,a,1,11
556,chronic disease ******* of hair follicles and sebaceous glands,chronic disease disease of hair follicles and       and     se,sebaceous -> and; glands -> se,2,,0,disease,1,6
557,i complain * alot with skin allergy,i complain a  lot with skin allergy,alot -> lot,1,,0,a,1,5
558,i have pimples  in patches along with a lot of redness on my face,i have pimples and patches along with a lot of redness on my face,in -> and,1,,0,,0,13
559,i have tried to  relief it but i cant,i have tried to relieve it but i cant,relief -> relieve,1,,0,,0,8
560,i was playing football and injuried with joint pain,i was playing football and  injured with joint pain,injuried -> injured,1,,0,,0,8
561,i  hve cut my finger because of playing football and i to apply pain relief cream but it does not help,i have cut my finger because of playing football and i to apply pain relief cream but it does not help,hve -> have,1,,0,,0,20
562,i fell a stiffness in my elbows and shoulders,i felt a stiffness in my elbows and shoulders,fell -> felt,1,,0,,0,8
563,i have a cut that has become red and oozes puss,i have a cut that has become red and oozes  pus,puss -> pus,1,,0,,0,10
564,i feel like i went to an acupunctures practice and had one hundred needles in my shoulder,i felt like i went to an acupunctures practice and had one hundred needles in my shoulder,feel -> felt,1,,0,,0,16
565,i toppled over while jumping to catch the ball,i toppled over while      ja to catch the ball,jumping -> ja,1,,0,,0,8
566,i have * severe shoulder pain,i have a severe shoulder pain,,0,,0,a,1,5
567,my skin color on my back is red i dont know why,my skin color on my back is but i dont know why,red -> but,1,,0,,0,11
568,my hair is falling out in * ** * huge amount,my hair is falling out in a in a huge amount,,0,,0,a; in; a,3,8
569,i am worried how cold intolerant i am i am always shivering even out in the sun,i am worried how cold intolerant i am i am always ********* even out in the sun,,0,shivering,1,,0,16
570,i feel fluid trying to come up when i **** * cough,i feel fluid trying to come up when i when i cough,,0,,0,when; i,2,10
571,my head hurts me badly,my head  hurt me badly,hurts -> hurt,1,,0,,0,4
572,i have a foot ache after running **** ******* 500m with my running shoes,i have a foot pack after running five hundred    m with my running shoes,ache -> pack; 500m -> m,2,,0,five; hundred,2,10
573,i made lots and lots of analysis to know the main reason for my stomach ache,i made lots and lots of analysis to know the main reason  of my stomach ache,for -> of,1,,0,,0,15
574,i have front head pain and when i get it the light bothers me,i have   ron head pain and when i get it the light bothers me,front -> ron,1,,0,,0,13
575,i cut my hand a couple of weeks ago and even though i keep using an antibiotic cream ** its not getting better,i cut my hand a couple of weeks ago and even though i keep using an antibiotic cream it  is not getting better,its -> is,1,,0,it,1,21
576,i get an     ear ache when it is cold,i get an earache **** when it is cold,ear -> earache,1,ache,1,,0,7
577,there is pain in my joints i    can not bear pain,there is pain in my joints i cannot *** bear pain,can -> cannot,1,not,1,,0,9
578,even though * im an adult my face keeps breaking out in pimples,even though i am an adult my pace keeps breaking out in pimples,im -> am; face -> pace,2,,0,i,1,10
579,* im having a hard time hearing,i am having a hard time hearing,im -> am,1,,0,i,1,5
580,i have a great pain in my foot like thrombing pain with relaxing my pain releif,i have a great pain in my foot like    thromb pain with relaxing my pain relief,thrombing -> thromb; releif -> relief,2,,0,,0,14
581,oh my heart hurts me i tried to be calm and i cant,oh my heart hurts me i   try to be calm and i cant,tried -> try,1,,0,,0,12
582,my chest  break out with red pimples and whiteheads,my chest breaks out with red pimples and whiteheads,break -> breaks,1,,0,,0,8
583,i cant carry anything i have a pain in my shoulder,i cant carry anything i have * pain in my shoulder,,0,a,1,,0,10
584,i have  throbing in my shoulder,i have throbbing in my shoulder,throbing -> throbbing,1,,0,,0,5
585,my son had his lip pierced and it is swollen and the skin inside on his lip **** is grey and looks infected,my son had his lip pierced and it is swollen and the skin inside on his lip look is gray and looks infected,grey -> gray,1,,0,look,1,21
586,i complain * alot with skin allergy,i complain a  lot with skin allergy,alot -> lot,1,,0,a,1,5
587,i have an internal pain i cannot  describe,i have an internal pain i cannot prescribe,describe -> prescribe,1,,0,,0,7
588,i  m feeling cold though the temperature is high,i am feeling cold    but the temperature is high,m -> am; though -> but,2,,0,,0,7
589,i have a blurry vision since i woke up this morning what could be the reason,i have * blurry vision since i woke up this morning what could be the reason,,0,a,1,,0,15
590,chronic disease of  hair follicles and sebaceous glands,chronic disease of hairs ********* *** ********* ******,hair -> hairs,1,follicles; and; sebaceous; glands,4,,0,3
591,i feel increased heart rate with prick,i feel increased heart rate with  prac,prick -> prac,1,,0,,0,6
592,i cut my hand a couple of days ago and although i didnt think  i needed it stitches it hasnt closed up,i cut my hand a couple ** days ago and although i  dont think it  needs ** stitches it hasnt closed up,didnt -> dont; i -> it; needed -> needs,3,of; it,2,,0,17
593,i have an open wound in my arm,i  had an open wound in my arm,have -> had,1,,0,,0,7
594,i have difficulty in breathing in crowded places,i have difficulty ** breathing in crowded places,,0,in,1,,0,7
595,my kneecap feels like  it    is grating bone on bone when i walk,my kneecap feels like its great ******* bone on bone when i walk,it -> its; is -> great,2,grating,1,,0,10
596,my face  break out badly every month around my cycle,my face breaks out   bad ***** ***** ****** ** *****,break -> breaks; badly -> bad,2,every; month; around; my; cycle,5,,0,3
597,i tried * alot of cream but i still feel the same skin problem,i tried a  lot of cream but i still feel the same skin problem,alot -> lot,1,,0,a,1,12
598,im having a hard time reading because *** the letters are all fuzzy,im having a hard time reading because all the letters are *** fuzzy,,0,all,1,all,1,11
599,there pain in my foot,theres pain in my foot,there -> theres,1,,0,,0,4
600,i have a blurry vision during my swimming training in the pool why,i  had * blurry vision during my swimming training in the pool why,have -> had,1,a,1,,0,11
601,my body feels weak and i tried to make it relax but it stills  pain me,my body feels weak and i tried to make it   wax but it  still pains me,relax -> wax; stills -> still; pain -> pains,3,,0,,0,13
602,chronic bone disease at the level of the doubles of the lower estremidades,chronic bone disease at the level of the doubles ** *** ***** ************,,0,of; the; lower; estremidades,4,,0,9
603,i feel hurt * lot of pain in my heart,i feel hurt a lot of pain in my heart,,0,,0,a,1,9
604,i was playing basketball yesterday i have * sprained ankle,i was playing basketball yesterday i have a sprained ankle,,0,,0,a,1,9
605,i travelled by plane a few days ago and this time during landing my ears remained clogged and painful,i  traveled by plane a few days ago and this time during landing my ears remained clogged and painful,travelled -> traveled,1,,0,,0,18
606,it is hard to  breath when  i am in the underground metro station why,its ** hard to breathe when im ** in the underground metro station why,it -> its; breath -> breathe; i -> im,3,is; am,2,,0,9
607,there pain in my foot,they pain in my foot,there -> they,1,,0,,0,4
608,i fell a stiffness in my elbows and shoulders,i felt a stiffness in my  elbow and shoulders,fell -> felt; elbows -> elbow,2,,0,,0,7
609,i cant move my leg there is * pain in the joint,i cant move my leg there is a pain in the joint,,0,,0,a,1,11
610,i  hve cut my finger because of playing football and i  to apply pain relief cream but it does not help,i have cut my finger because of playing football and i too apply pain relief cream but it does not help,hve -> have; to -> too,2,,0,,0,19
611,i feel a burning sensation in my shoulder muscle,* **** * burning sensation in my shoulder muscle,,0,i; feel; a,3,,0,6
612,i complain * alot with my neck pain  and i really need to be better,i complain a  lot with my neck pain that i really need to be better,alot -> lot; and -> that,2,,0,a,1,12
613,i complain * alot with skin allergy,i complain a  lot with skin allergy,alot -> lot,1,,0,a,1,5
614,i was playing football and injuried with joint pain,i was playing football and  injured with joint pain,injuried -> injured,1,,0,,0,8
615,i have tried to  relief it but i cant,i have tried to relieve it but i cant,relief -> relieve,1,,0,,0,8
616,i got a divorce last year and i just cant stop dwelling   on how to get revenge on my        ex husband,i got a divorce last year and i just cant stop dwelling over how to get revenge on my exhusband *******,on -> over; ex -> exhusband,2,husband,1,,0,18
617,i have a  split on my thumb that will not heal,i have a splint on my thumb that will not heal,split -> splint,1,,0,,0,10
618,i have a cut that has become red and oozes puss,i have a cut that has become red and oozes  pus,puss -> pus,1,,0,,0,10
619,when i do  hard exercises i feel great pain in my muscles,when i do heart exercises i feel great pain in my muscles,hard -> heart,1,,0,,0,11
620,i feel discomfort throughout the body in general,i feel discomfort throughout  my body in general,the -> my,1,,0,,0,7
621,my muscle  in my shoulder burns when i move my arm,my muscle and my shoulder burns when i move my arm,in -> and,1,,0,,0,10
622,im suffering from * sharp cough accompanied by phlegm,im suffering from a sharp cough accompanied by phlegm,,0,,0,a,1,8
623,i cant carry anything i have a pain in my shoulder,i cant carry anything i have * pain in my shoulder,,0,a,1,,0,10
624,i feel pain in my right shoulder after the tennis match,i felt pain in my right shoulder after the tennis match,feel -> felt,1,,0,,0,10
625,i may have **** overdone it with the ****** weightlifting because  i am afraid i may have torn   a muscle on my back,i may have over     done it with the weight       lifting because im up     we i may have torn and muscle on my back,overdone -> done; weightlifting -> lifting; i -> im; am -> up; afraid -> we; a -> and,6,,0,over; weight,2,15
626,sometimes my body feels week without reason,sometimes my body feels weak without reason,week -> weak,1,,0,,0,6
627,my heart hurts while  im sad why,my heart hurts   why and and why,while -> why; im -> and; sad -> and,3,,0,,0,4
628,i had internal pain and  gases when i ate indian spicy food yesterday,i had internal pain and gasses when i ate indian spicy food yesterday,gases -> gasses,1,,0,,0,12
629,i have found some  issues in my skin and tried to use cream but it **** doesnt get better,i have found some tissues on my skin and tried to use cream but it does    not get better,issues -> tissues; in -> on; doesnt -> not,3,,0,does,1,15
630,my child has cough all night she cant sleep,my child has cough all night she cant   see,sleep -> see,1,,0,,0,8
631,i have a headache almost every day,i have a headache almost every ***,,0,day,1,,0,6
632,in **** highschool i had a lot of acne,in high     school i had a lot of    a,highschool -> school; acne -> a,2,,0,high,1,6
633,my body feels weak although i eat a   lot why,my body feels weak although i eat a while ***,lot -> while,1,why,1,,0,8
634,im very worried that ill go bald soon am i very sick,im very worried that ill go   by   so am i very sick,bald -> by; soon -> so,2,,0,,0,10
635,**** ***** my  kee is swallowing which indicates i have an infected wound,yeah right my knee is    swallow which indicates i have an infected wound,kee -> knee; swallowing -> swallow,2,,0,yeah; right,2,9
636,is there a cure for ** acne,is  that a cure for it   no,there -> that; acne -> no,2,,0,it,1,4
637,having difficulty moving my  knee,having difficulty moving my knees,knee -> knees,1,,0,,0,4
638,i used * alot of pain killer to get better but i still feel the same back pain,i used a  lot of pain killer to get better but i still feel the same back pain,alot -> lot,1,,0,a,1,16
639,my ankle joint throbs when i put pressure on my foot,my ankle joint  drops when i put pressure on my foot,throbs -> drops,1,,0,,0,10
640,i feel like i can hardly breathe unless i get whats in my lungs out,i feel like i can hardly breathe unless i get warts in my lungs  or,whats -> warts; out -> or,2,,0,,0,13
641,i always feel like i have menstrual     pains even if i dont have    my period,yeah   this feel like i have        my insurance even if i dont    i might     be,i -> yeah; always -> this; menstrual -> my; pains -> insurance; have -> i; my -> might; period -> be,7,,0,,0,8
642,i ***** couldnt stop shaking or unclench my jaw thats how cold i was,i could     not stop shaking or unclench my jaw thats how cold i was,couldnt -> not,1,,0,could,1,12
643,i feel like *  ive always got something in my throat,i feel like i have always got something in my throat,ive -> have,1,,0,i,1,9
644,i *** feel aching on my insides,i did    a   tube on my insides,feel -> a; aching -> tube,2,,0,did,1,4
645,my foot had been aching since last tuesday,my food had been aching since last tuesday,foot -> food,1,,0,,0,7
646,i cut my foot at the pool and it breaks ** open every day when i walk on   it,i cut my foot at the food and it breaks so  far every day when i walk on this,pool -> food; open -> far; it -> this,3,,0,so,1,15
647,i have a  migrain and i took panadol but it doesnÕt help,i have a migraine and i took panadol but it     does  not,migrain -> migraine; doesnÕt -> does; help -> not,3,,0,,0,9
648,there is a sharp pain in my **** bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in my legs    so i have tried to apply pain relief ***** but it does not ****,bicep -> so,1,cream; help,2,legs,1,18
649,my shoulder aches when i try to lift five pounds,my shoulder aches when i try to lift five    lbs,pounds -> lbs,1,,0,,0,9
650,*  ive always been very active but now i just dont have the strength or energy to go for even a short walk,i have always been very active but now * just dont have *** strength or energy to go for even a short walk,ive -> have,1,i; the,2,i,1,19
651,i cant walk my  knee hurts me,i cant walk my knees  hurt me,knee -> knees; hurts -> hurt,2,,0,,0,5
652,my hair always falls out and i have lost a lot of hair lately,my hair always falls off and i have lost a lot of hair lately,out -> off,1,,0,,0,13
653,i have a problem in my middle ear made by infection,i have a problem in my middle ear  leg by infection,made -> leg,1,,0,,0,10
654,i hardly have enough  stength to get up,i hardly have enough strength to get up,stength -> strength,1,,0,,0,7
655,i feel pain inside and i    can not identify it,i feel pain inside and i cannot *** identify it,can -> cannot,1,not,1,,0,8
656,longitudinal burning line across back    with hard respiratory movements,longitudinal burning line across back without **** respiratory movements,with -> without,1,hard,1,,0,7
657,there are times when i feel crushed under a huge weight and no air passing to my lungs it actually scares the hell out of me when it happens,there are times when i feel crushed under * huge     we and no air passing to my lungs it actually spares the hell out of me when it happens,weight -> we; scares -> spares,2,a,1,,0,26
658,heart aches so much,hurt aches so much,heart -> hurt,1,,0,,0,3
659,everything looks like beeing in a   smoky area,everything looks like  being in a smoking area,beeing -> being; smoky -> smoking,2,,0,,0,6
660,im not hearing well i have problem with my  ear,and  no hearing well i have problem with my ears,im -> and; not -> no; ear -> ears,3,,0,,0,7
661,i feel   hurts in my heart,i feel growths in my heart,hurts -> growths,1,,0,,0,5
662,i feel like l fell in hot water,i feel like i fail in hot water,l -> i; fell -> fail,2,,0,,0,6
663,every time i make * an effort i felt dizzy,every time i make a  a   book i feel dizzy,an -> a; effort -> book; felt -> feel,3,,0,a,1,6
664,i used * alot of pain killer to get better but i still feel the same back pain,i used a  lot of pain killer to get better but i still feel the same back pain,alot -> lot,1,,0,a,1,16
665,sometimes my body feels week without reason,sometimes my body feels weak without reason,week -> weak,1,,0,,0,6
666,i feel pain inside and i    can not identify it,i feel pain inside and i cannot *** identify it,can -> cannot,1,not,1,,0,8
667,i have found some issues in     my skin and tried to use cream but it **** doesnt get better,i **** found some issues in market **** and tried to use cream but it does    not get better,my -> market; doesnt -> not,2,have; skin,2,does,1,14
668,i have a  hard pain in my stomach,i have a heart pain in my stomach,hard -> heart,1,,0,,0,7
669,my shoulder aches when i try to lift five pounds,my shoulder aches when i try to lift five    lbs,pounds -> lbs,1,,0,,0,9
670,i hardly have enough  stength to get up,i hardly have enough strength to get up,stength -> strength,1,,0,,0,7
671,i feel emotionally crushed,i feel emotionally grasped,crushed -> grasped,1,,0,,0,3
672,i feel a sharp pain in the stomach after eating,i feel a sharp pain in  my stomach after eating,the -> my,1,,0,,0,9
673,everything looks like beeing in a smoky area,everything looks like  being in a smoky area,beeing -> being,1,,0,,0,7
674,the worst headache was during a hangover in my twenties i sincerely thought i was going to die from brain inflammation,what    it ******** was ****** * ******** in my twenties i      just thought i was going to die from brain inflammation,the -> what; worst -> it; sincerely -> just,3,headache; during; a; hangover,4,,0,14
675,i feel like ive always   got something in my throat,i feel like   i forgot about something  i ** ******,ive -> i; always -> forgot; got -> about; in -> i,4,my; throat,2,,0,4
676,my heart hurts while im sad why,my heart hurts while im  sa why,sad -> sa,1,,0,,0,6
677,i feel pain in the knee when walking,how  you been ** the  new  and looking,i -> how; feel -> you; pain -> been; knee -> new; when -> and; walking -> looking,6,in,1,,0,1
678,i feel   a pain in my back,i feel the pain in my back,a -> the,1,,0,,0,6
679,my throught is so sore,my ******** is so sore,,0,throught,1,,0,4
680,my ankle joint throbs when i put pressure on my foot,my ankle joint  drops when i put pressure on my foot,throbs -> drops,1,,0,,0,10
681,i was playing basketball yesterday *** i have * sprained ankle,i was playing basketball yesterday and i have a sprained ankle,,0,,0,and; a,2,9
682,i cut my hand a couple of days ago and although i didnt think  i needed it stitches it hasnt closed up,i cut my hand a couple of days ago and although i didnt think it needed ** stitches it hasnt closed up,i -> it,1,it,1,,0,20
683,oh my heart hurts me i tried to be calm and i cant,oh my heart hurts me i   try to be calm and i cant,tried -> try,1,,0,,0,12
684,my kneecap feels like  it      is grating bone on bone when i walk,my kneecap feels like its grading ******* bone on bone when i walk,it -> its; is -> grading,2,grating,1,,0,10
685,i got a divorce last year and i just cant stop dwelling on how to get revenge on my        ex husband,i got a divorce last year and i just cant stop dwelling on how to get revenge on my exhusband *******,ex -> exhusband,1,husband,1,,0,19
686,i m feeling cold though the temperature is high,im * feeling cold though the temperature is high,i -> im,1,m,1,,0,7
687,i travelled by plane a few days ago and this time during landing my ears remained clogged and painful,i  traveled by plane a few days ago and this time during landing my ears   remain clogged and painful,travelled -> traveled; remained -> remain,2,,0,,0,17
688,i feel increased heart rate with prick,i feel increased heart rate with   pri,prick -> pri,1,,0,,0,6
689,i complain * alot with skin allergy,i complain a  lot with skin allergy,alot -> lot,1,,0,a,1,5
690,i feel dizzy after doing a muscular effort,i felt dizzy after doing a muscular effort,feel -> felt,1,,0,,0,7
691,i have  throbing in my shoulder,i have throbbing in my shoulder,throbing -> throbbing,1,,0,,0,5
692,i feel pain in the lower back,i feel pain in  my lower back,the -> my,1,,0,,0,6
693,chronic bone disease at the level of the doubles of the lower estremidades,chronic bone disease at the level of the doubles of the lower  extremities,estremidades -> extremities,1,,0,,0,12
694,i tried * alot of cream but i still feel the same skin problem,i tried a  lot of cream but i still feel the same skin problem,alot -> lot,1,,0,a,1,12
695,i have a blurry vision during my swimming training in the pool why,i have * blurry vision during my swimming training in the pool why,,0,a,1,,0,12
696,i have a blurry vision since i woke up this morning what could be the reason,i have * blurry vision since i woke up this morning what could be the reason,,0,a,1,,0,15
697,my knees  hurt so bad to walk that i stay sitting more than i should,my  knee hurts so bad to walk that i stay sitting more than i should,knees -> knee; hurt -> hurts,2,,0,,0,13
698,there ** * pain in my foot,there is a pain in my foot,,0,,0,is; a,2,5
699,my body feels weak and i tried to make it relax but it stills  pain me,my body feels weak and i tried to make it relax but it  still pains me,stills -> still; pain -> pains,2,,0,,0,14
700,my son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected,my son had his lip pierced and it is swollen and the skin inside ** his lip is gray and looks infected,grey -> gray,1,on,1,,0,20
701,i have an internal pain i cannot describe,i have an internal pain i   cant describe,cannot -> cant,1,,0,,0,7
702,it is hard to  breath when  i am in the underground metro station why,it is hard to breathe when im ** in the underground metro station why,breath -> breathe; i -> im,2,am,1,,0,11
703,chronic disease of hair follicles and sebaceous glands,chronic disease of hair follicles and ********* ******,,0,sebaceous; glands,2,,0,6
704,my back hurts so much i cant bend down to tie my **** shoelaces,my back hurts so much i cant bend down to tie my shoe     laces,shoelaces -> laces,1,,0,shoe,1,12
705,i have a foot ache in *** winter or when it feels cold why,i have a foot   ae in the winter or when it feels cold why,ache -> ae,1,,0,the,1,12
706,i feel hurt * lot of pain in my heart,i feel hurt a lot of pain in my heart,,0,,0,a,1,9
707,the severe pain in the stomach i feel,the severe pain in the stomach i fear,feel -> fear,1,,0,,0,7
708,i dont know why im constantly sad,i dont know why im constantly  sa,sad -> sa,1,,0,,0,6
709,my stomach  aches when i eat    hot food why,my stomach itches when i eat health food why,aches -> itches; hot -> health,2,,0,,0,7
710,my neck hurts me and i cant stand with **** this pain,my neck hurts me and i cant stand with with this pain,,0,,0,with,1,11
711,the last time i **** clipped my toenails i cut them too short and now i have an infected nail,the last time i keep      it my toenails i cut them  to short and now i have an infected nail,clipped -> it; too -> to,2,,0,keep,1,17
712,the knee feels like it rusted and i suddenly cannot bend it anymore,the knee  feel like is rested and i suddenly cannot bend it anymore,feels -> feel; it -> is; rusted -> rested,3,,0,,0,10
713,the pain is intense especially when i go down the stairs it feels like something has **** snapped inside my knee,the pain is intense especially when i go down the stairs it feels like something has snap      it inside my knee,snapped -> it,1,,0,snap,1,19
714,my left side  aches much,my left side itches much,aches -> itches,1,,0,,0,4
715,i cant stand with this horrible feeling in my stomach,i  can stand with this horrible feeling in my stomach,cant -> can,1,,0,,0,9
716,there is pain in the muscles i do not know caused,where is pain in the  muscle i do not know    cod,there -> where; muscles -> muscle; caused -> cod,3,,0,,0,8
717,i had a collision while playing soccer my knee ***** buckled and now its unstable,i had a collision while playing soccer my knee broke      it and now its unstable,buckled -> it,1,,0,broke,1,13
718,i ****** suffered a deep wound in my hand and i    can not stop the bleeding,i suffer       at a deep round in my hand and i cannot *** stop the bleeding,suffered -> at; wound -> round; can -> cannot,3,not,1,suffer,1,11
719,i have a    foot ache although i dont walk a lot,i have a footage   of ******** i dont work a lot,foot -> footage; ache -> of; walk -> work,3,although,1,,0,7
720,my knee hurts when i play  squash,my knee hurts when i play scratch,squash -> scratch,1,,0,,0,6
721,chronic disease of hair follicles and sebaceous glands,chronic disease of    a  follicle and      seba  gland,hair -> a; follicles -> follicle; sebaceous -> seba; glands -> gland,4,,0,,0,4
722,i cant stand up i feel my brain is moving inside my  skull,i  can stand up i feel my brain is moving inside my school,cant -> can; skull -> school,2,,0,,0,11
723,i dont have problems  taking in breath but out breath is so heavy,i dont have problems talking in  bread but out  bread is no heavy,taking -> talking; breath -> bread; breath -> bread; so -> no,4,,0,,0,9
724,i cant walk because i have a      great foot ache,i cant walk because i have a grapefruit  age ****,great -> grapefruit; foot -> age,2,ache,1,,0,7
725,my     head ache since i woke up this morning,my headache **** since i woke up this morning,head -> headache,1,ache,1,,0,7
726,my lungs feel heavy like they are filled with mucus,my  legs feel heavy like they are filled with mucus,lungs -> legs,1,,0,,0,9
727,i cant stop coughing,i  can stop   curing,cant -> can; coughing -> curing,2,,0,,0,2
728,i had a cold the last time i ******** travelled by plane and i still have a discomfort in my ears,i had a cold the last time i traveled        it by plane and i still have a discomfort in my ears,travelled -> it,1,,0,traveled,1,19
729,** i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,ok i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,,0,,0,ok,1,21
730,mr hair is falling out just by combing it,my hair is falling out just by combing it,mr -> my,1,,0,,0,8
731,* im in need for a treatment for my hair fall,i am in need for a treatment for my **** ****,im -> am,1,hair; fall,2,i,1,7
732,my daughter was bit by her cat and now her hand is sore red and swollen and the wound is oozing liquid,my daughter was bit by her cat and now her hand is sore wet and swollen and the wound is oozing liquid,red -> wet,1,,0,,0,21
733,** i made lots and lots of analysis to know the main reason for my stomach ache,ok i made lots and lots of analysis to know the main reason for my stomach ache,,0,,0,ok,1,16
734,i feel a strange and powerful pain inside my     rib cage,i feel a strange and powerful pain inside my ribcage ****,rib -> ribcage,1,cage,1,,0,9
735,i have shoulder pain after doing any     home work,i have shoulder pain after doing any homework ****,home -> homework,1,work,1,,0,7
736,i have a skin rash after eating an *** icecream,i have a skin rash after eating an ice    cream,icecream -> cream,1,,0,ice,1,8
737,when * im doing sport i have pain under my skin,when i am doing sport i have pain under my skin,im -> am,1,,0,i,1,9
738,i cant stand with this horrible feeling in my  shoulder,i cant stand with this horrible feeling in my shoulders,shoulder -> shoulders,1,,0,,0,9
739,i have a great pain in my foot like *** thrombing pain with relaxing my pain releif,i have a great pain in my foot like the throbbing pain with relaxing my pain relief,thrombing -> throbbing; releif -> relief,2,,0,the,1,14
740,when i wake up in the morning i feel   a soreness in my body,when i wake up in the morning i feel the soreness in my body,a -> the,1,,0,,0,13
741,it hurts when i raise my arm up,it hurts when i raise my arm **,,0,up,1,,0,7
742,there is a sharp pain in my ear whenever ****  i do this,there is a sharp pain in my ear whenever have to do this,i -> to,1,,0,have,1,11
743,i cant  breath because of cough,i cant breathe because of cough,breath -> breathe,1,,0,,0,5
744,there is pain in my joints i    can not bear pain,there is pain in my joints i cannot *** bear pain,can -> cannot,1,not,1,,0,9
745,i get an     ear ache when it is cold,i get an earache **** when it is cold,ear -> earache,1,ache,1,,0,7
746,i hit myself and the would doesnt want to heal,i hit myself and the wound doesnt want to heal,would -> wound,1,,0,,0,9
747,what helps cuts heal faster,what helps cuts hill faster,heal -> hill,1,,0,,0,4
748,i visited many doctors but they cant find the right treatment ** toget my hair back,i visited many doctors but they cant find the right treatment to   get my hair back,toget -> get,1,,0,to,1,14
749,*  ive been over my cold for weeks but still cough every day,i have been over my cold for weeks but still cough every day,ive -> have,1,,0,i,1,11
750,my temperature dropped and my body get synosed,my temperature dropped and my body got   sinus,get -> got; synosed -> sinus,2,,0,,0,6
751,*  ive got a hard time to  breath am i having a heart attack,i have got a hard time to breathe am i having a heart attack,ive -> have; breath -> breathe,2,,0,i,1,11
752,i was injured during * football match i was diagnosed with cruciate ligament,i was injured during a football match i was diagnosed with cruciate ligament,,0,,0,a,1,12
753,*  ive been feeling very sad lately,i have been feeling very sad lately,ive -> have,1,,0,i,1,5
754,the pain in my back dwwls like a sharp knife in it,the pain in my back feels like a sharp knife in it,dwwls -> feels,1,,0,,0,11
755,i have an     ear ache that wont go away i dont have a cold or headache or any other symptoms just an earache,i have an earache **** that wont go away i dont have a cold or headache or any other symptoms just an earache,ear -> earache,1,ache,1,,0,21
756,i am having problems seeing things feel like a cloud on my eyes everything   is blurry,i am having problems seeing things feel like a cloud on my eyes everything gets blurry,is -> gets,1,,0,,0,15
757,i have a cut that has become red and ** oozes puss,i have a cut that has become red and it oozes  pus,puss -> pus,1,,0,it,1,10
758,my shower   drain is full of hair every time,my shower drainer is full of hair every time,drain -> drainer,1,,0,,0,8
759,i feel like i went to an  acupunctures practice and had one hundred needles in my shoulder,i feel like i went to an acupuncturist practice and had one hundred needles in my shoulder,acupunctures -> acupuncturist,1,,0,,0,16
760,i have a pain in my trapes,i have a pain in my  traps,trapes -> traps,1,,0,,0,6
761,i  hve cut my finger because of playing football and i to apply * pain relief cream but it does not help,i have cut my finger because of playing football and i to apply a pain relief cream but it does not help,hve -> have,1,,0,a,1,20
762,i was diagnosed with * ****** b12deficiency anemia which explains why i always felt cold,i was diagnosed with b twelve    deficiency anemia which explains why i always felt cold,b12deficiency -> deficiency,1,,0,b; twelve,2,12
763,i *** dont know why im constantly sad,i don    t know why im constantly sad,dont -> t,1,,0,don,1,6
764,i had a cold the last time i travelled by plane and i still have a discomfort in my ears,i had a cold the last time i  traveled by plane and i still have a discomfort in my ears,travelled -> traveled,1,,0,,0,19
765,i have tried to  relief it but i cant,i have tried to relieve it but i cant,relief -> relieve,1,,0,,0,8
766,i have pimples  in patches along with a lot of redness on my face,i have pimples and patches along with a lot of redness on my face,in -> and,1,,0,,0,13
767,i need a kind of cream  wich make my muscles more relaxed,i need a kind of cream which make my muscles more relaxed,wich -> which,1,,0,,0,11
768,yesterday i had a  shouder pain,yesterday i had a shoulder pain,shouder -> shoulder,1,,0,,0,5
769,i used to be out of breath after going up a dozen of stairs but now i struggle to  breath even when i sit down,i used to be out of breath after going up a dozen of stairs but now i struggle to breathe even when i sit down,breath -> breathe,1,,0,,0,24
770,my knees swell right below the    knee cap and hurt when i put weight on them,my knees swell right below the kneecap *** and hurt when i put weight on them,knee -> kneecap,1,cap,1,,0,14
